"video_game_play","video_game_hours","play_pref","game_type_pref","num_of_purchases","income","industry","emp_type","edu_level","n_dependents","hobbies","comp","comp_int","res_impor","interaction_impor","genre","game_purchase","game_format","gender","age","region","relationship_status"
63,4,"Outdoors","Multiplayer-Play",7,88001,"Utilities","Not employed, not looking","Some High School",1,"Outdoor Recreation (Hiking,etc),Television Series",92,58,28,63,"Roleplay,Music & Fitness","Both","Physical","Female",69,"Midwest","In a relationship"
77,7,"Outdoors","Solo-Play",11,101876,"Finance","Retired","Bachelor's degree",6,"Art",92,51,47,57,"Music & Fitness,Strategy & Puzzle,Roleplay,Simulation,Action/Adventure","Both","Digital","Male",28,"Northwest","Single"
59,3,"Indoors","Multiplayer-Play",10,74898,"Transportation","Homemaker","Bachelor's degree",0,"Outdoor Recreation (Hiking,etc),Television Series",90,53,36,80,"Roleplay","One-time payment, pre-playing","Physical","Female",58,"Midwest","Married"
36,1,"Outdoors","Solo-Play",4,122160,"Homemaker","Not employed, not looking","Associate degree",0,"Outdoor Recreation (Hiking,etc),Television Series,Sports",69,20,28,77,"Simulation,Sports & Racing,Roleplay,Strategy & Puzzle,Action/Adventure","In-game purchases","Digital","Female",36,"Northeast","In a relationship"
71,3,"Indoors","Multiplayer-Play",11,81399,"Health Care","Employed Full Time","High school graduate or equivalent",1,"Art,Sports,Television Series",89,66,26,71,"Strategy & Puzzle,Sports & Racing,Action/Adventure,Simulation,Music & Fitness","In-game purchases","Digital","Male",45,"Northwest","Married"
35,0,"Outdoors","Multiplayer-Play",4,50237,"Retail","Not employed, not looking","Trade or Vocational Degree",1,"Art,Music,Television Series,Outdoor Recreation (Hiking,etc),Movies,Sports",10,18,19,22,"Roleplay,Music & Fitness,Simulation,Action/Adventure,Strategy & Puzzle","One-time payment, pre-playing","Digital","Female",39,"Southeast","Separated"
39,5,"Outdoors","Multiplayer-Play",20,47137,"Arts","Not employed, not looking","Bachelor's degree",8,"Sports,Television Series,Music,Outdoor Recreation (Hiking,etc)",59,45,35,59,"Simulation,Music & Fitness,Sports & Racing","In-game purchases","Digital","Male",50,"Northwest","Divorced"
53,5,"Outdoors","Multiplayer-Play",6,105021,"Utilities","Not employed, not looking","Some High School",2,"Outdoor Recreation (Hiking,etc),Sports,Movies,Art,Television Series",87,48,27,73,"Sports & Racing,Music & Fitness,Strategy & Puzzle,Simulation,Roleplay","One-time payment, pre-playing","Physical","Female",42,"Southwest","Divorced"
47,8,"Outdoors","Multiplayer-Play",17,52010,"Real Estate","Homemaker","Bachelor's degree",4,"Sports,Art,Music,Movies,Outdoor Recreation (Hiking,etc),Television Series",74,44,50,57,"Strategy & Puzzle,Music & Fitness,Roleplay,Sports & Racing","One-time payment, pre-playing","Digital","Male",30,"Northwest","Married"
57,0,"Indoors","Multiplayer-Play",14,109547,"Hotel and Food Services","Retired","Bachelor's degree",4,"Art,Outdoor Recreation (Hiking,etc),Movies,Music,Television Series,Sports",90,39,40,62,"Strategy & Puzzle,Sports & Racing,Music & Fitness,Roleplay,Simulation","One-time payment, pre-playing","Physical","Female",47,"Southeast","Single"
35,0,"Indoors","Solo-Play",2,190228,"Utilities","Student","Some High School",1,"Outdoor Recreation (Hiking,etc),Art,Sports,Music,Television Series,Movies",73,36,25,76,"Simulation,Roleplay,Action/Adventure,Strategy & Puzzle,Sports & Racing,Music & Fitness","One-time payment, pre-playing","Digital","Female",37,"Southwest","In a relationship"
38,1,"Outdoors","Solo-Play",2,115255,"Hotel and Food Services","Student","Some High School",1,"Outdoor Recreation (Hiking,etc),Television Series,Sports,Music",66,16,22,70,"Music & Fitness,Roleplay,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Physical","Male",40,"Southeast","Married"
44,1,"Outdoors","Solo-Play",1,133746,"Science","Student","Some High School",0,"Music,Art,Television Series,Sports,Movies",9,22,21,31,"Strategy & Puzzle,Action/Adventure,Roleplay,Simulation,Music & Fitness","One-time payment, pre-playing","Physical","Female",31,"Midwest","Single"
53,8,"Outdoors","Solo-Play",8,106997,"Transportation","Student","Bachelor's degree",1,"Art,Sports",88,57,28,56,"Sports & Racing,Simulation,Music & Fitness,Strategy & Puzzle","Both","Physical","Female",46,"Midwest","Single"
40,0,"Outdoors","Multiplayer-Play",0,119069,"Real Estate","Homemaker","Some High School",0,"Music,Outdoor Recreation (Hiking,etc),Television Series,Movies",66,27,16,76,"Simulation,Action/Adventure,Roleplay,Sports & Racing","In-game purchases","Digital","Male",35,"Southwest","Single"
32,1,"Indoors","Solo-Play",3,118161,"Publishing","Not employed, not looking","Trade or Vocational Degree",3,"Movies,Art,Outdoor Recreation (Hiking,etc),Television Series,Sports",11,22,26,43,"Action/Adventure,Strategy & Puzzle,Simulation,Sports & Racing,Music & Fitness","Both","Physical","Male",31,"Southwest","Single"
72,3,"Outdoors","Multiplayer-Play",7,74027,"Agriculture","Homemaker","Trade or Vocational Degree",2,"Movies,Sports,Music,Outdoor Recreation (Hiking,etc),Art",29,55,18,69,"Simulation,Roleplay","In-game purchases","Physical","Female",56,"Southeast","Married"
47,3,"Outdoors","Multiplayer-Play",19,44353,"Retail","Retired","Trade or Vocational Degree",1,"Art,Outdoor Recreation (Hiking,etc),Music",42,36,83,33,"Roleplay","In-game purchases","Physical","Female",56,"Midwest","In a relationship"
69,6,"Indoors","Multiplayer-Play",15,83524,"Construction","Not employed, looking","Trade or Vocational Degree",3,"Art,Movies,Outdoor Recreation (Hiking,etc),Sports",37,47,24,65,"Roleplay","Both","Physical","Female",42,"Midwest","Married"
39,0,"Indoors","Multiplayer-Play",2,133497,"Other Manufacturing","Not employed, not looking","High school graduate or equivalent",1,"Art,Movies,Sports,Outdoor Recreation (Hiking,etc)",72,22,18,75,"Roleplay,Sports & Racing","In-game purchases","Physical","Female",28,"Northeast","In a relationship"
57,3,"Indoors","Multiplayer-Play",4,90839,"Telecommunications","Homemaker","Bachelor's degree",2,"Sports,Outdoor Recreation (Hiking,etc),Movies,Television Series",91,57,51,78,"Roleplay,Action/Adventure,Strategy & Puzzle,Simulation,Sports & Racing","In-game purchases","Physical","Female",50,"Southwest","Separated"
39,1,"Outdoors","Solo-Play",2,147063,"Legal Services","Not employed, looking","Bachelor's degree",1,"Outdoor Recreation (Hiking,etc),Art,Music,Movies,Television Series,Sports",69,29,15,71,"Roleplay,Music & Fitness,Simulation,Strategy & Puzzle,Sports & Racing,Action/Adventure","Both","Digital","Female",34,"Southeast","In a relationship"
31,2,"Indoors","Solo-Play",1,100019,"Hotel and Food Services","Homemaker","Trade or Vocational Degree",0,"Music,Television Series,Art,Outdoor Recreation (Hiking,etc),Movies",11,27,16,29,"Action/Adventure,Roleplay,Sports & Racing,Strategy & Puzzle,Music & Fitness","In-game purchases","Physical","Male",34,"Southeast","Separated"
57,4,"Outdoors","Solo-Play",13,104884,"Legal Services","Homemaker","Bachelor's degree",1,"Music",93,60,14,60,"Sports & Racing,Roleplay,Action/Adventure,Music & Fitness","One-time payment, pre-playing","Physical","Female",55,"Northwest","In a relationship"
60,8,"Indoors","Multiplayer-Play",8,77022,"Agriculture","Employed Full Time","Bachelor's degree",3,"Sports,Outdoor Recreation (Hiking,etc),Movies,Art,Music",92,66,24,81,"Music & Fitness,Action/Adventure,Roleplay,Simulation","One-time payment, pre-playing","Physical","Female",43,"Midwest","Separated"
47,6,"Indoors","Multiplayer-Play",10,75279,"Government","Student","Graduate or professional degree",3,"Television Series,Sports,Music,Movies,Art,Outdoor Recreation (Hiking,etc)",53,61,41,71,"Roleplay,Sports & Racing,Strategy & Puzzle,Simulation,Action/Adventure","Both","Physical","Female",51,"Northwest","Married"
58,6,"Indoors","Solo-Play",15,47088,"Telecommunications","Homemaker","Associate degree",6,"Music,Outdoor Recreation (Hiking,etc)",78,44,21,60,"Roleplay,Music & Fitness","One-time payment, pre-playing","Digital","Male",48,"Northwest","Single"
58,4,"Outdoors","Multiplayer-Play",24,49959,"Computer","Homemaker","Bachelor's degree",6,"Music,Movies,Art",35,40,80,32,"Sports & Racing,Simulation,Action/Adventure","One-time payment, pre-playing","Digital","Female",52,"Southeast","Separated"
35,3,"Outdoors","Solo-Play",2,92321,"Utilities","Homemaker","Some High School",1,"Art,Sports",71,19,22,66,"Sports & Racing,Roleplay","One-time payment, pre-playing","Digital","Female",28,"Southeast","Separated"
52,3,"Indoors","Multiplayer-Play",17,93174,"Health Care","Not employed, looking","Associate degree",2,"Sports,Television Series,Art",90,61,29,67,"Sports & Racing,Strategy & Puzzle","One-time payment, pre-playing","Physical","Male",53,"Midwest","Married"
52,14,"Indoors","Solo-Play",21,49529,"Government","Not employed, not looking","Graduate or professional degree",6,"Outdoor Recreation (Hiking,etc),Music,Sports,Art,Movies",48,42,84,44,"Roleplay","In-game purchases","Physical","Female",64,"Southeast","Divorced"
59,3,"Outdoors","Solo-Play",11,75984,"Construction","Retired","Some High School",3,"Sports,Television Series,Music",51,56,45,60,"Simulation,Action/Adventure,Music & Fitness,Roleplay","Both","Digital","Male",52,"Northwest","Separated"
73,3,"Indoors","Solo-Play",15,83136,"Computer","Student","Trade or Vocational Degree",2,"Television Series,Music,Movies,Art,Sports",44,62,48,67,"Simulation,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Physical","Female",55,"Northwest","Separated"
42,1,"Indoors","Multiplayer-Play",3,89441,"Religious","Retired","Associate degree",0,"Music,Movies,Sports",14,23,17,13,"Music & Fitness,Action/Adventure,Strategy & Puzzle,Simulation,Sports & Racing,Roleplay","In-game purchases","Physical","Male",42,"Northeast","Separated"
38,6,"Outdoors","Multiplayer-Play",16,56717,"Telecommunications","Not employed, looking","Bachelor's degree",5,"Art,Sports,Television Series",39,45,79,38,"Roleplay,Simulation,Strategy & Puzzle,Sports & Racing,Action/Adventure","Both","Digital","Female",47,"Northeast","Single"
50,14,"Outdoors","Multiplayer-Play",16,46857,"Hotel and Food Services","Homemaker","High school graduate or equivalent",4,"Music,Outdoor Recreation (Hiking,etc),Movies,Art",40,59,82,35,"Music & Fitness,Strategy & Puzzle","In-game purchases","Digital","Female",59,"Southwest","Separated"
64,3,"Indoors","Solo-Play",7,80698,"Government","Homemaker","Graduate or professional degree",1,"Sports,Television Series,Outdoor Recreation (Hiking,etc)",91,62,32,73,"Music & Fitness,Sports & Racing,Roleplay,Strategy & Puzzle,Simulation","Both","Physical","Male",34,"Southeast","Married"
31,1,"Outdoors","Solo-Play",2,87654,"Homemaker","Homemaker","Associate degree",2,"Movies,Music,Sports,Art",10,33,25,38,"Sports & Racing,Music & Fitness","In-game purchases","Digital","Prefer not to say",34,"Northeast","Single"
62,10,"Outdoors","Solo-Play",31,59340,"Telecommunications","Not employed, not looking","Bachelor's degree",6,"Music",70,46,51,59,"Sports & Racing","One-time payment, pre-playing","Physical","Male",48,"Northwest","In a relationship"
48,6,"Outdoors","Multiplayer-Play",15,41367,"Homemaker","Not employed, not looking","Associate degree",4,"Television Series,Art",46,59,79,38,"Roleplay,Music & Fitness,Action/Adventure","Both","Physical","Male",53,"Midwest","Separated"
61,5,"Outdoors","Multiplayer-Play",14,86751,"Other Manufacturing","Homemaker","Bachelor's degree",1,"Movies,Television Series,Sports",93,61,41,78,"Action/Adventure","One-time payment, pre-playing","Physical","Female",53,"Southeast","Married"
56,7,"Outdoors","Solo-Play",19,50552,"Information Services","Retired","Graduate or professional degree",6,"Art,Sports,Television Series,Outdoor Recreation (Hiking,etc),Movies",43,40,78,40,"Music & Fitness,Strategy & Puzzle,Roleplay","Both","Physical","Female",43,"Midwest","Married"
32,1,"Indoors","Multiplayer-Play",1,139547,"Military","Not employed, not looking","Some College",1,"Music",68,24,11,79,"Music & Fitness,Strategy & Puzzle","Both","Physical","Female",37,"Northeast","In a relationship"
44,3,"Outdoors","Multiplayer-Play",28,38750,"Information Services","Not employed, not looking","Associate degree",1,"Art,Movies,Television Series",61,40,30,64,"Simulation,Sports & Racing,Action/Adventure,Strategy & Puzzle","In-game purchases","Physical","Female",59,"Northeast","Single"
64,2,"Outdoors","Multiplayer-Play",6,83145,"Broadcasting","Not employed, looking","Bachelor's degree",2,"Sports,Art,Music,Television Series,Movies",37,62,30,66,"Roleplay,Sports & Racing","In-game purchases","Digital","Non-binary/third gender",47,"Southwest","Married"
53,5,"Outdoors","Multiplayer-Play",14,58595,"Publishing","Student","Trade or Vocational Degree",4,"Sports",74,48,39,60,"Simulation,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Digital","Male",28,"Southeast","Single"
26,0,"Outdoors","Multiplayer-Play",4,132633,"Construction","Not employed, not looking","High school graduate or equivalent",2,"Sports,Movies,Art",17,35,22,34,"Action/Adventure,Roleplay,Music & Fitness","Both","Physical","Female",33,"Northeast","In a relationship"
28,0,"Outdoors","Multiplayer-Play",2,133082,"Publishing","Student","Trade or Vocational Degree",1,"Sports,Art,Movies",11,10,23,33,"Simulation,Sports & Racing","In-game purchases","Physical","Male",39,"Northwest","Married"
34,3,"Outdoors","Solo-Play",1,73388,"Other","Student","Some College",1,"Movies,Outdoor Recreation (Hiking,etc),Sports",70,24,12,78,"Sports & Racing","In-game purchases","Physical","Male",33,"Southeast","Married"
47,1,"Indoors","Multiplayer-Play",8,65580,"Education","Homemaker","Associate degree",3,"Art,Television Series",92,46,27,58,"Music & Fitness,Simulation,Strategy & Puzzle","One-time payment, pre-playing","Digital","Female",38,"Southeast","Single"
26,0,"Outdoors","Solo-Play",0,118437,"Finance","Student","Associate degree",1,"Art,Movies,Television Series,Outdoor Recreation (Hiking,etc),Music",9,19,15,31,"Simulation,Music & Fitness,Sports & Racing,Action/Adventure,Roleplay","One-time payment, pre-playing","Physical","Male",29,"Midwest","In a relationship"
35,1,"Outdoors","Solo-Play",2,131861,"Religious","Student","Bachelor's degree",2,"Art,Movies,Music,Outdoor Recreation (Hiking,etc),Sports,Television Series",7,29,13,25,"Music & Fitness,Roleplay,Simulation,Strategy & Puzzle,Action/Adventure,Sports & Racing","One-time payment, pre-playing","Physical","Female",34,"Southeast","Single"
62,0,"Indoors","Multiplayer-Play",6,64645,"Software","Employed Full Time","Bachelor's degree",3,"Television Series,Sports,Movies",61,49,47,60,"Music & Fitness,Action/Adventure,Sports & Racing,Strategy & Puzzle","Both","Physical","Male",37,"Northwest","Married"
45,6,"Outdoors","Solo-Play",23,64090,"Arts","Not employed, not looking","Some College",8,"Art,Outdoor Recreation (Hiking,etc),Music",71,36,32,67,"Sports & Racing,Music & Fitness","In-game purchases","Digital","Male",51,"Northeast","Single"
60,9,"Indoors","Solo-Play",14,101880,"Transportation","Homemaker","Trade or Vocational Degree",1,"Sports,Art,Outdoor Recreation (Hiking,etc)",90,67,45,71,"Roleplay","One-time payment, pre-playing","Digital","Male",44,"Northeast","Divorced"
62,7,"Indoors","Multiplayer-Play",11,78591,"Real Estate","Student","Associate degree",3,"Art,Movies,Sports,Music",91,56,36,61,"Strategy & Puzzle,Roleplay","Both","Physical","Male",43,"Southwest","Single"
45,9,"Outdoors","Multiplayer-Play",31,51929,"Mining","Not employed, not looking","Some College",2,"Sports,Television Series",50,42,82,31,"Sports & Racing,Strategy & Puzzle,Music & Fitness,Simulation","Both","Digital","Male",63,"Northeast","In a relationship"
53,12,"Outdoors","Solo-Play",27,44403,"Health Care","Not employed, not looking","High school graduate or equivalent",5,"Music,Sports,Movies,Television Series,Art,Outdoor Recreation (Hiking,etc)",63,44,35,85,"Music & Fitness,Strategy & Puzzle,Action/Adventure,Sports & Racing","One-time payment, pre-playing","Physical","Male",46,"Northeast","Married"
72,2,"Indoors","Multiplayer-Play",9,94103,"Legal Services","Student","Graduate or professional degree",3,"Sports,Music,Movies,Television Series",59,61,26,69,"Music & Fitness,Strategy & Puzzle,Sports & Racing","Both","Physical","Male",65,"Southeast","Single"
45,1,"Indoors","Multiplayer-Play",3,158694,"Retail","Retired","Some High School",3,"Sports,Movies",74,17,19,79,"Simulation,Action/Adventure,Music & Fitness,Roleplay","One-time payment, pre-playing","Digital","Male",36,"Southwest","Married"
46,0,"Outdoors","Solo-Play",0,118920,"Information Services","Employed Full Time","High school graduate or equivalent",0,"Television Series,Outdoor Recreation (Hiking,etc)",77,6,24,67,"Music & Fitness,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",32,"Southwest","Married"
